APT;INSUMO;DATA_APT;COD_BEM;DESC_BEM;HOR_INI;HOR_FIN;QTD; VALOR ;TOTAL
APA2880;OLEO DIESEL S500;03/09/2021;1;CARREGADEIRAS DE TERCEIROS;0;0;156;R$ 4,62;720,72
APA2884;OLEO DIESEL S500;08/09/2021;1;CARREGADEIRAS DE TERCEIROS;0;0;388,4;R$ 4,62;1.794,41
APA2996;OLEO DIESEL S500;16/09/2021;1;CARREGADEIRAS DE TERCEIROS;0;0;784;R$ 4,77;3.739,68
APA3075;OLEO DIESEL S500;25/09/2021;1;CARREGADEIRAS DE TERCEIROS;0;0;550;R$ 4,77;2.623,50
APA3234;OLEO DIESEL S500;06/10/2021;1;CARREGADEIRAS DE TERCEIROS;0;0;395;R$ 4,77;1.884,15
APA3342;OLEO DIESEL S500;13/10/2021;1;CARREGADEIRAS DE TERCEIROS;0;0;378;R$ 5,60;2.116,41
APA3516;OLEO DIESEL S500;30/10/2021;1;CARREGADEIRAS DE TERCEIROS;0;0;261;R$ 5,38;1.404,18
APA2444;OLEO DIESEL S500;20/07/2021;2;COLHEDORAS DE GRAOS DE TERCEIROS;0;0;2.371,00;R$ 4,47;10.598,37
APA2509;OLEO DIESEL S500;26/07/2021;2;COLHEDORAS DE GRAOS DE TERCEIROS;0;0;2.563,00;R$ 4,47;11.456,61
APA2255;OLEO DIESEL S500;02/07/2021;9;VEICULOS DE CARGA DE TERCEIROS;0;0;165;R$ 4,42;729,3
APA2407;OLEO DIESEL S500;12/07/2021;9;VEICULOS DE CARGA DE TERCEIROS;0;0;594;R$ 4,47;2.655,18
APA2417;OLEO DIESEL S500;15/07/2021;9;VEICULOS DE CARGA DE TERCEIROS;0;0;250;R$ 4,47;1.117,50
APA2445;OLEO DIESEL S500;19/07/2021;9;VEICULOS DE CARGA DE TERCEIROS;0;0;1.272,00;R$ 4,47;5.685,84
APA2498;OLEO DIESEL S500;26/07/2021;9;VEICULOS DE CARGA DE TERCEIROS;0;0;1.726,00;R$ 4,47;7.715,22
APA2776;OLEO DIESEL S500;19/08/2021;9;VEICULOS DE CARGA DE TERCEIROS;0;0;172;R$ 4,62;794,64
APA2719;OLEO DIESEL S500;19/08/2021;9;VEICULOS DE CARGA DE TERCEIROS;4.114,00;4.114,00;1.035,00;R$ 4,62;4.781,70
APA2979;OLEO DIESEL S500;16/09/2021;9;VEICULOS DE CARGA DE TERCEIROS;0;0;1.103,00;R$ 4,77;5.261,31
APA3077;OLEO DIESEL S500;22/09/2021;9;VEICULOS DE CARGA DE TERCEIROS;0;0;133;R$ 4,77;634,41
APA3074;OLEO DIESEL S500;25/09/2021;9;VEICULOS DE CARGA DE TERCEIROS;0;0;1.305,00;R$ 4,77;6.224,85
APA3239;OLEO DIESEL S500;02/10/2021;9;VEICULOS DE CARGA DE TERCEIROS;0;0;498;R$ 5,60;2.788,28
APA3366;OLEO DIESEL S500;09/10/2021;9;VEICULOS DE CARGA DE TERCEIROS;0;0;395;R$ 5,60;2.211,59
APA3496;OLEO DIESEL S500;30/10/2021;9;VEICULOS DE CARGA DE TERCEIROS;0;0;255;R$ 4,77;1.216,35
APA2291;OLEO DIESEL S500;02/07/2021;BT0010;VEICULOS UTILITARIOS DE TERCEIROS;0;0;58;R$ 4,42;256,36
APA2582;OLEO DIESEL S500;06/07/2021;BT0010;VEICULOS UTILITARIOS DE TERCEIROS;0;0;19,62;R$ 5,10;100,04
APA2402;OLEO DIESEL S500;12/07/2021;BT0010;VEICULOS UTILITARIOS DE TERCEIROS;0;0;120;R$ 4,47;536,4
APA2426;OLEO DIESEL S500;14/07/2021;BT0010;VEICULOS UTILITARIOS DE TERCEIROS;0;0;70;R$ 4,47;312,9
APA2895;OLEO DIESEL S500;12/08/2021;BT0010;VEICULOS UTILITARIOS DE TERCEIROS;0;0;86,09;R$ 5,10;438,97
APA2983;OLEO DIESEL S500;09/09/2021;BT0010;VEICULOS UTILITARIOS DE TERCEIROS;0;0;80;R$ 4,77;381,6
APA3058;OLEO DIESEL S500;21/09/2021;BT0010;VEICULOS UTILITARIOS DE TERCEIROS;0;0;100;R$ 4,77;477
APA3076;OLEO DIESEL S500;25/09/2021;BT0010;VEICULOS UTILITARIOS DE TERCEIROS;0;0;89;R$ 4,77;424,53
APA3192;OLEO DIESEL S500;30/09/2021;BT0010;VEICULOS UTILITARIOS DE TERCEIROS;0;0;80,38;R$ 5,60;450,05
APA3221;OLEO DIESEL S500;06/10/2021;BT0010;VEICULOS UTILITARIOS DE TERCEIROS;0;0;146;R$ 4,92;718,32
APA3341;OLEO DIESEL S500;10/10/2021;BT0010;VEICULOS UTILITARIOS DE TERCEIROS;0;0;101;R$ 5,60;565,49
APA3416;OLEO DIESEL S500;19/10/2021;BT0010;VEICULOS UTILITARIOS DE TERCEIROS;0;0;105;R$ 4,77;500,85
APA2284;OLEO DIESEL S500;01/07/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.728,00;9.728,00;82;R$ 4,42;362,44
APA2293;OLEO DIESEL S500;03/07/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.728,00;9.728,00;121;R$ 4,42;534,82
APA2393;OLEO DIESEL S500;10/07/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.728,00;9.728,00;332;R$ 4,42;1.467,44
APA2422;OLEO DIESEL S500;15/07/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.728,00;9.728,00;235;R$ 4,47;1.050,45
APA2442;OLEO DIESEL S500;17/07/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.728,00;9.728,00;175;R$ 4,47;782,25
APA2503;OLEO DIESEL S500;24/07/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.728,00;9.728,00;350;R$ 4,47;1.564,50
APA2591;OLEO DIESEL S500;02/08/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.728,00;9.728,00;253;R$ 4,62;1.168,86
APA2670;OLEO DIESEL S500;07/08/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.728,00;9.728,00;265;R$ 4,62;1.224,30
APA2717;OLEO DIESEL S500;16/08/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.728,00;9.728,00;240;R$ 4,62;1.108,80
APA2777;OLEO DIESEL S500;19/08/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.728,00;9.728,00;162;R$ 4,62;748,44
APA2980;OLEO DIESEL S500;16/09/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.728,00;9.729,00;149;R$ 4,77;710,73
APA3057;OLEO DIESEL S500;25/09/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.729,00;9.730,00;120;R$ 4,77;572,4
APA3235;OLEO DIESEL S500;30/09/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.730,00;9.731,00;116;R$ 5,60;649,48
APA3340;OLEO DIESEL S500;21/10/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.731,00;9.732,00;706;R$ 5,60;3.952,87
APA3546;OLEO DIESEL S500;29/10/2021;CA-1338;CARREGADEIRA CATERPILLAR 924;9.732,00;9.733,00;185;R$ 5,38;995,3
APA2671;OLEO DIESEL S500;05/08/2021;CA-2078;CARREGADEIRA CATERPILLAR 938;0;1;120;R$ 4,62;554,4
APA2987;OLEO DIESEL S500;16/09/2021;CA-2078;CARREGADEIRA CATERPILLAR 938;1;2;381;R$ 4,77;1.817,37
APA3071;OLEO DIESEL S500;22/09/2021;CA-2078;CARREGADEIRA CATERPILLAR 938;2;3;102;R$ 4,77;486,54
APA3549;OLEO DIESEL S500;29/10/2021;CA-2078;CARREGADEIRA CATERPILLAR 938;3;4;178;R$ 5,38;957,64
APA2283;OLEO DIESEL S500;01/07/2021;CA-4542;CARREGADEIRA DEGONG 938;7.438,00;7.438,00;116;R$ 4,42;512,72
APA2449;OLEO DIESEL S500;19/07/2021;CA-4542;CARREGADEIRA DEGONG 938;7.438,00;7.438,00;75;R$ 4,47;335,25
APA2516;OLEO DIESEL S500;27/07/2021;CA-4542;CARREGADEIRA DEGONG 938;7.438,00;7.438,00;600;R$ 4,42;2.652,00
APA2596;OLEO DIESEL S500;03/08/2021;CA-4542;CARREGADEIRA DEGONG 938;7.438,00;7.438,00;267;R$ 4,62;1.233,54
APA2667;OLEO DIESEL S500;05/08/2021;CA-4542;CARREGADEIRA DEGONG 938;7.438,00;7.438,00;240;R$ 4,62;1.108,80
APA2713;OLEO DIESEL S500;13/08/2021;CA-4542;CARREGADEIRA DEGONG 938;7.438,00;7.438,00;155;R$ 4,62;716,1
APA2728;OLEO DIESEL S500;18/08/2021;CA-4542;CARREGADEIRA DEGONG 938;7.438,00;7.438,00;108;R$ 4,62;498,96
APA2790;OLEO DIESEL S500;19/08/2021;CA-4542;CARREGADEIRA DEGONG 938;7.438,00;7.438,00;125;R$ 4,62;577,5
APA3507;OLEO DIESEL S500;06/11/2021;CA-4542;CARREGADEIRA DEGONG 938;7.438,00;7.439,00;437;R$ 5,38;2.351,06
APA2427;OLEO DIESEL S500;14/07/2021;CO-0007;COLHEDORA JOHN DEERE 9670 A;4.606,00;4.606,00;365;R$ 4,47;1.631,55
APA2602;OLEO DIESEL S500;04/08/2021;CO-0007;COLHEDORA JOHN DEERE 9670 A;4.606,00;4.606,00;2.766,00;R$ 4,62;12.778,92
APA2664;OLEO DIESEL S500;05/08/2021;CO-0007;COLHEDORA JOHN DEERE 9670 A;4.606,00;4.606,00;1.310,00;R$ 4,62;6.052,20
APA2712;OLEO DIESEL S500;18/08/2021;CO-0007;COLHEDORA JOHN DEERE 9670 A;4.606,00;4.606,00;2.441,00;R$ 4,62;11.277,42
APA2787;OLEO DIESEL S500;19/08/2021;CO-0007;COLHEDORA JOHN DEERE 9670 A;4.606,00;4.606,00;571;R$ 4,62;2.638,02
APA2279;OLEO DIESEL S500;01/07/2021;CO-0695;COLHEDORA JOHN DEERE 9770;5.273,00;5.273,00;695;R$ 4,42;3.071,90
APA2352;OLEO DIESEL S500;10/07/2021;CO-0695;COLHEDORA JOHN DEERE 9770;5.273,00;5.273,00;555;R$ 4,47;2.480,85
APA2424;OLEO DIESEL S500;14/07/2021;CO-0695;COLHEDORA JOHN DEERE 9770;5.273,00;5.273,00;245;R$ 4,47;1.095,15
APA2512;OLEO DIESEL S500;24/07/2021;CO-0695;COLHEDORA JOHN DEERE 9770;5.273,00;5.273,00;554;R$ 4,47;2.476,38
APA2603;OLEO DIESEL S500;30/07/2021;CO-0695;COLHEDORA JOHN DEERE 9770;5.273,00;5.273,00;207;R$ 4,62;956,34
APA2672;OLEO DIESEL S500;05/08/2021;CO-0695;COLHEDORA JOHN DEERE 9770;5.273,00;5.273,00;560;R$ 4,62;2.587,20
APA2723;OLEO DIESEL S500;15/08/2021;CO-0695;COLHEDORA JOHN DEERE 9770;5.273,00;5.273,00;1.224,00;R$ 4,62;5.654,88
APA2505;OLEO DIESEL S500;25/07/2021;CO-1380;COLHEDORA JOHN DEERE 9670 B;4.114,00;4.114,00;1.013,00;R$ 4,47;4.528,11
APA2592;OLEO DIESEL S500;04/08/2021;CO-1380;COLHEDORA JOHN DEERE 9670 B;4.114,00;4.114,00;2.427,00;R$ 4,62;11.212,74
APA2662;OLEO DIESEL S500;07/08/2021;CO-1380;COLHEDORA JOHN DEERE 9670 B;4.114,00;4.114,00;1.793,00;R$ 4,62;8.283,66
APA2718;OLEO DIESEL S500;18/08/2021;CO-1380;COLHEDORA JOHN DEERE 9670 B;4.114,00;4.114,00;2.324,00;R$ 4,62;10.736,88
APA2788;OLEO DIESEL S500;19/08/2021;CO-1380;COLHEDORA JOHN DEERE 9670 B;4.114,00;4.114,00;867;R$ 4,62;4.005,54
APA2889;OLEO DIESEL S500;03/09/2021;CO-1380;COLHEDORA JOHN DEERE 9670 B;4.114,00;4.114,00;118;R$ 4,62;545,16
APA2353;OLEO DIESEL S500;05/07/2021;CO-3727;COLHEDORA MASSEY F 9895 A;1.448,00;1.448,00;460;R$ 4,47;2.056,20
APA2497;OLEO DIESEL S500;26/07/2021;CO-3727;COLHEDORA MASSEY F 9895 A;1.448,00;1.448,00;1.266,00;R$ 4,47;5.659,02
APA2590;OLEO DIESEL S500;03/08/2021;CO-3727;COLHEDORA MASSEY F 9895 A;1.448,00;1.448,00;3.717,00;R$ 4,62;17.172,54
APA2663;OLEO DIESEL S500;05/08/2021;CO-3727;COLHEDORA MASSEY F 9895 A;1.448,00;1.448,00;1.310,00;R$ 4,62;6.052,20
APA2710;OLEO DIESEL S500;18/08/2021;CO-3727;COLHEDORA MASSEY F 9895 A;1.448,00;1.448,00;3.481,00;R$ 4,62;16.082,22
APA2404;OLEO DIESEL S500;10/07/2021;CO-8512;COLHEDORA NEW HOLLAND CR 5.85;1.606,00;1.606,00;538;R$ 4,47;2.404,86
APA2419;OLEO DIESEL S500;14/07/2021;CO-8512;COLHEDORA NEW HOLLAND CR 5.85;1.606,00;1.606,00;523;R$ 4,47;2.337,81
APA2437;OLEO DIESEL S500;17/07/2021;CO-8512;COLHEDORA NEW HOLLAND CR 5.85;1.606,00;1.606,00;568;R$ 4,47;2.538,96
APA2496;OLEO DIESEL S500;23/07/2021;CO-8512;COLHEDORA NEW HOLLAND CR 5.85;1.606,00;1.606,00;790;R$ 4,47;3.531,30
APA2726;OLEO DIESEL S500;15/08/2021;CO-8512;COLHEDORA NEW HOLLAND CR 5.85;1.606,00;1.606,00;571;R$ 4,62;2.638,02
APA2294;OLEO DIESEL S500;03/07/2021;IE-0019;OFICINA E GALPAO DE MAQUINAS;0;0;10;R$ 4,42;44,2
APA2997;OLEO DIESEL S500;09/09/2021;MC-0019;GRUPO GERADOR STEMAC 450 KVA;63;64;705;R$ 4,62;3.257,10
APA3514;OLEO DIESEL S500;29/10/2021;MC-0019;GRUPO GERADOR STEMAC 450 KVA;64;65;200;R$ 5,38;1.076,00
APA2290;OLEO DIESEL S500;02/07/2021;PV-0024;PULVERIZADOR JOHN DEERE 4030 A;1.995,00;1.995,00;215;R$ 4,42;950,3
APA2883;OLEO DIESEL S500;26/08/2021;PV-0024;PULVERIZADOR JOHN DEERE 4030 A;1.995,00;1.995,00;215;R$ 4,62;993,3
APA3238;OLEO DIESEL S500;02/10/2021;PV-0024;PULVERIZADOR JOHN DEERE 4030 A;1.995,00;1.996,00;162;R$ 5,60;907,03
APA3413;OLEO DIESEL S500;18/10/2021;PV-0024;PULVERIZADOR JOHN DEERE 4030 A;1.996,00;1.997,00;708;R$ 5,60;3.964,06
APA3498;OLEO DIESEL S500;30/10/2021;PV-0024;PULVERIZADOR JOHN DEERE 4030 A;1.997,00;1.998,00;941;R$ 4,77;4.488,57
APA2506;OLEO DIESEL S500;23/07/2021;PV-0042;PULVERIZADOR JOHN DEERE 4030 B;1.786,00;1.786,00;220;R$ 4,47;983,4
APA2783;OLEO DIESEL S500;19/08/2021;PV-0042;PULVERIZADOR JOHN DEERE 4030 B;1.786,00;1.786,00;380;R$ 4,62;1.755,60
APA3237;OLEO DIESEL S500;01/10/2021;PV-0042;PULVERIZADOR JOHN DEERE 4030 B;1.786,00;1.787,00;151;R$ 5,60;845,44
APA3364;OLEO DIESEL S500;18/10/2021;PV-0042;PULVERIZADOR JOHN DEERE 4030 B;1.787,00;1.788,00;924;R$ 5,60;5.173,44
APA3499;OLEO DIESEL S500;30/10/2021;PV-0042;PULVERIZADOR JOHN DEERE 4030 B;1.788,00;1.789,00;903;R$ 4,77;4.307,31
APA2779;OLEO DIESEL S500;19/08/2021;PV-0239;PULVERIZADOR / ESPALHADOR JOHN DEERE;6.751,00;6.751,00;110;R$ 4,62;508,2
APA2882;OLEO DIESEL S500;03/09/2021;PV-0239;PULVERIZADOR / ESPALHADOR JOHN DEERE;6.751,00;6.751,00;686;R$ 4,62;3.169,32
APA2989;OLEO DIESEL S500;14/09/2021;PV-0239;PULVERIZADOR / ESPALHADOR JOHN DEERE;6.751,00;6.752,00;341;R$ 4,77;1.626,57
APA2982;OLEO DIESEL S500;16/09/2021;PV-0239;PULVERIZADOR / ESPALHADOR JOHN DEERE;6.751,00;6.752,00;685;R$ 4,77;3.267,45
APA3062;OLEO DIESEL S500;21/09/2021;PV-0239;PULVERIZADOR / ESPALHADOR JOHN DEERE;6.752,00;6.753,00;340;R$ 4,77;1.621,80
APA3501;OLEO DIESEL S500;26/10/2021;PV-0239;PULVERIZADOR / ESPALHADOR JOHN DEERE;6.753,00;6.754,00;200;R$ 4,77;954
APA2401;OLEO DIESEL S500;10/07/2021;PV-57J6;PULVERIZADOR JACTO UNIPORT;7.735,00;7.735,00;80;R$ 4,47;357,6
APA2420;OLEO DIESEL S500;13/07/2021;PV-57J6;PULVERIZADOR JACTO UNIPORT;7.735,00;7.735,00;25;R$ 4,47;111,75
APA2450;OLEO DIESEL S500;20/07/2021;PV-57J6;PULVERIZADOR JACTO UNIPORT;7.735,00;7.735,00;54;R$ 4,47;241,38
APA2598;OLEO DIESEL S500;04/08/2021;PV-57J6;PULVERIZADOR JACTO UNIPORT;7.735,00;7.735,00;176;R$ 4,62;813,12
APA2669;OLEO DIESEL S500;05/08/2021;PV-57J6;PULVERIZADOR JACTO UNIPORT;7.735,00;7.735,00;45;R$ 4,62;207,9
APA2709;OLEO DIESEL S500;18/08/2021;PV-57J6;PULVERIZADOR JACTO UNIPORT;7.735,00;7.735,00;188;R$ 4,62;868,56
APA2782;OLEO DIESEL S500;19/08/2021;PV-57J6;PULVERIZADOR JACTO UNIPORT;7.735,00;7.735,00;92;R$ 4,62;425,04
APA2281;OLEO DIESEL S500;01/07/2021;TR-0311;TRATOR JOHN DEERE 7230 J B;4.274,00;4.274,00;268;R$ 4,42;1.184,56
APA2405;OLEO DIESEL S500;08/07/2021;TR-0311;TRATOR JOHN DEERE 7230 J B;4.274,00;4.274,00;243;R$ 4,47;1.086,21
APA2438;OLEO DIESEL S500;17/07/2021;TR-0311;TRATOR JOHN DEERE 7230 J B;4.274,00;4.274,00;215;R$ 4,47;961,05
APA2507;OLEO DIESEL S500;23/07/2021;TR-0311;TRATOR JOHN DEERE 7230 J B;4.274,00;4.274,00;140;R$ 4,47;625,8
APA2607;OLEO DIESEL S500;02/08/2021;TR-0311;TRATOR JOHN DEERE 7230 J B;4.274,00;4.274,00;187;R$ 4,62;863,94
APA2665;OLEO DIESEL S500;05/08/2021;TR-0311;TRATOR JOHN DEERE 7230 J B;4.274,00;4.274,00;308;R$ 4,62;1.422,96
APA2716;OLEO DIESEL S500;11/08/2021;TR-0311;TRATOR JOHN DEERE 7230 J B;4.274,00;4.274,00;340;R$ 4,62;1.570,80
APA2888;OLEO DIESEL S500;03/09/2021;TR-0311;TRATOR JOHN DEERE 7230 J B;4.274,00;4.274,00;370;R$ 4,62;1.709,40
APA3240;OLEO DIESEL S500;02/10/2021;TR-0311;TRATOR JOHN DEERE 7230 J B;4.274,00;4.275,00;210;R$ 5,60;1.175,78
APA3358;OLEO DIESEL S500;22/10/2021;TR-0311;TRATOR JOHN DEERE 7230 J B;4.275,00;4.276,00;2.198,00;R$ 5,60;12.306,51
APA3490;OLEO DIESEL S500;04/11/2021;TR-0311;TRATOR JOHN DEERE 7230 J B;4.276,00;4.277,00;1.886,00;R$ 4,77;8.996,22
